2023-02-09T19:10:39.348825-0300 | INFO | App started | main.py:16
2023-02-10T04:15:00.780604-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store | models.py:47
2023-02-10T04:15:00.781607-0300 | INFO | Auth models configured | models.py:54
2023-02-10T04:15:00.783605-0300 | INFO | Auth configured | views.py:10
2023-02-10T04:15:00.784606-0300 | INFO | App started | main.py:28
2023-02-11T03:50:01.682027-0300 | INFO | Connected in alpha_store with app testing status: False | models.py:46
2023-02-11T03:50:01.682027-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store | models.py:47
2023-02-11T03:50:01.682997-0300 | INFO | Auth models configured | models.py:54
2023-02-11T03:50:01.685115-0300 | INFO | Auth configured | views.py:12
2023-02-11T03:50:01.685115-0300 | INFO | App started | main.py:31
2023-02-11T03:51:14.648494-0300 | DEBUG | User valid created successfully | views.py:39
2023-02-11T04:00:13.429249-0300 | INFO | Connected in alpha_store with app testing status: False | models.py:46
2023-02-11T04:00:13.429249-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store | models.py:47
2023-02-11T04:00:13.430251-0300 | INFO | Auth models configured | models.py:54
2023-02-11T04:00:13.433248-0300 | INFO | Auth configured | views.py:11
2023-02-11T04:00:13.434254-0300 | INFO | App started | main.py:31
2023-02-11T04:04:00.990635-0300 | INFO | Connected in alpha_store with app testing status: False | models.py:46
2023-02-11T04:04:00.990635-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store | models.py:47
2023-02-11T04:04:00.990635-0300 | INFO | Auth models configured | models.py:54
2023-02-11T04:04:00.996642-0300 | INFO | Auth configured | views.py:11
2023-02-11T04:04:00.996642-0300 | INFO | App started | main.py:31
2023-02-11T04:04:03.744207-0300 | ERROR | Exception on /apis/v1/auth/register [POST] | app.py:1741
2023-02-11T04:04:30.733021-0300 | ERROR | Exception on /apis/v1/auth/register [POST] | app.py:1741
2023-02-11T04:04:49.708882-0300 | INFO | Connected in alpha_store with app testing status: False | models.py:46
2023-02-11T04:04:49.708882-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store | models.py:47
2023-02-11T04:04:49.709886-0300 | INFO | Auth models configured | models.py:54
2023-02-11T04:04:49.711913-0300 | INFO | Auth configured | views.py:11
2023-02-11T04:04:49.712911-0300 | INFO | App started | main.py:31
2023-02-11T04:05:24.331403-0300 | INFO | Connected in alpha_store with app testing status: False | models.py:46
2023-02-11T04:05:24.331403-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store | models.py:47
2023-02-11T04:05:24.332404-0300 | INFO | Auth models configured | models.py:54
2023-02-11T04:05:24.336404-0300 | INFO | Auth configured | views.py:11
2023-02-11T04:05:24.336404-0300 | INFO | App started | main.py:31
2023-02-11T04:05:44.054863-0300 | INFO | Connected in alpha_store with app testing status: False | models.py:46
2023-02-11T04:05:44.055860-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store | models.py:47
2023-02-11T04:05:44.055860-0300 | INFO | Auth models configured | models.py:54
2023-02-11T04:05:44.061859-0300 | INFO | Auth configured | views.py:11
2023-02-11T04:05:44.062859-0300 | INFO | App started | main.py:31
2023-02-11T04:54:10.357890-0300 | INFO | Connected in alpha_store with app testing status: False | models.py:47
2023-02-11T04:54:10.358891-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store | models.py:48
2023-02-11T04:54:10.358891-0300 | INFO | Auth models configured | models.py:55
2023-02-11T04:54:10.360891-0300 | INFO | Auth configured | views.py:11
2023-02-11T04:54:10.361891-0300 | INFO | App started | main.py:31
2023-02-11T04:54:18.762257-0300 | DEBUG | User valid created successfully | views.py:39
2023-02-11T05:39:17.172691-0300 | INFO | Connected in alpha_store with app testing status: False | models.py:48
2023-02-11T05:39:17.172691-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store | models.py:49
2023-02-11T05:39:17.172691-0300 | INFO | Auth models configured | models.py:56
2023-02-11T05:39:17.175691-0300 | INFO | Auth configured | views.py:11
2023-02-11T05:39:17.175691-0300 | INFO | App started | main.py:31
2023-02-11T05:42:35.368121-0300 | INFO | Connected in alpha_store with app testing status: False | models.py:48
2023-02-11T05:42:35.368121-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store | models.py:49
2023-02-11T05:42:35.369124-0300 | INFO | Auth models configured | models.py:56
2023-02-11T05:42:35.373124-0300 | INFO | Auth configured | views.py:11
2023-02-11T05:42:35.373124-0300 | INFO | App started | main.py:29
2023-02-11T05:43:14.066124-0300 | INFO | Connected in alpha_store with app testing status: False | models.py:48
2023-02-11T05:43:14.099124-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store | models.py:49
2023-02-11T05:43:14.119125-0300 | INFO | Auth models configured | models.py:56
2023-02-11T05:43:14.152125-0300 | INFO | Auth configured | views.py:11
2023-02-11T05:43:14.171130-0300 | INFO | App started | main.py:29
2023-02-11T05:44:56.450009-0300 | INFO | Connected in alpha_store with app testing status: False | models.py:48
2023-02-11T05:44:56.450009-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store | models.py:49
2023-02-11T05:44:56.450009-0300 | INFO | Auth models configured | models.py:56
2023-02-11T05:44:56.452008-0300 | INFO | Auth configured | views.py:11
2023-02-11T05:44:56.452979-0300 | INFO | App started | main.py:29
2023-02-11T05:45:30.787230-0300 | INFO | Connected in alpha_store with app testing status: False | models.py:48
2023-02-11T05:45:30.788229-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store | models.py:49
2023-02-11T05:45:30.788229-0300 | INFO | Auth models configured | models.py:56
2023-02-11T05:45:30.790228-0300 | INFO | Auth configured | views.py:11
2023-02-11T05:45:30.790228-0300 | INFO | App started | main.py:33
2023-02-11T05:45:34.548259-0300 | INFO | Connected in alpha_store with app testing status: False | models.py:48
2023-02-11T05:45:34.548259-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store | models.py:49
2023-02-11T05:45:34.549230-0300 | INFO | Auth models configured | models.py:56
2023-02-11T05:45:34.550229-0300 | INFO | Auth configured | views.py:11
2023-02-11T05:45:34.551259-0300 | INFO | App started | main.py:33
2023-02-11T05:50:13.564646-0300 | INFO | Connected in alpha_store with app testing status: False | models.py:48
2023-02-11T05:50:13.574644-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store | models.py:49
2023-02-11T05:50:13.578647-0300 | INFO | Auth models configured | models.py:56
2023-02-11T05:50:13.590646-0300 | INFO | Auth configured | views.py:11
2023-02-11T05:50:13.592645-0300 | INFO | App started | main.py:33
2023-02-11T05:50:19.954646-0300 | INFO | Connected in alpha_store with app testing status: False | models.py:48
2023-02-11T05:50:19.974645-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store | models.py:49
2023-02-11T05:50:19.982646-0300 | INFO | Auth models configured | models.py:56
2023-02-11T05:50:19.997645-0300 | INFO | Auth configured | views.py:11
2023-02-11T05:50:20.000646-0300 | INFO | App started | main.py:33
2023-02-11T05:50:26.363645-0300 | INFO | Connected in alpha_store with app testing status: False | models.py:48
2023-02-11T05:50:26.364643-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store | models.py:49
2023-02-11T05:50:26.365658-0300 | INFO | Auth models configured | models.py:56
2023-02-11T05:50:26.383643-0300 | INFO | Auth configured | views.py:11
2023-02-11T05:50:26.385648-0300 | INFO | App started | main.py:34
2023-02-11T05:50:36.376643-0300 | INFO | Connected in alpha_store with app testing status: False | models.py:48
2023-02-11T05:50:36.378643-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store | models.py:49
2023-02-11T05:50:36.381647-0300 | INFO | Auth models configured | models.py:56
2023-02-11T05:50:36.387645-0300 | INFO | Auth configured | views.py:11
2023-02-11T05:50:36.388648-0300 | INFO | App started | main.py:34
2023-02-11T05:50:52.318644-0300 | INFO | Connected in alpha_store with app testing status: False | models.py:48
2023-02-11T05:50:52.319644-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store | models.py:49
2023-02-11T05:50:52.320644-0300 | INFO | Auth models configured | models.py:56
2023-02-11T05:50:52.327646-0300 | INFO | Auth configured | views.py:11
2023-02-11T05:50:52.330646-0300 | INFO | App started | main.py:34
2023-02-11T06:01:32.718655-0300 | INFO | Connected in alpha_store with app testing status: False | models.py:48
2023-02-11T06:01:32.719655-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store | models.py:49
2023-02-11T06:01:32.719655-0300 | INFO | Auth models configured | models.py:56
2023-02-11T06:01:32.722656-0300 | INFO | Auth configured | views.py:11
2023-02-11T06:01:32.722656-0300 | INFO | App started | <string>:28
2023-02-11T06:01:33.598682-0300 | INFO | Connected in alpha_store with app testing status: False | models.py:48
2023-02-11T06:01:33.598682-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store | models.py:49
2023-02-11T06:01:33.599652-0300 | INFO | Auth models configured | models.py:56
2023-02-11T06:01:33.601655-0300 | INFO | Auth configured | views.py:11
2023-02-11T06:01:33.601655-0300 | INFO | App started | <string>:28
2023-02-11T06:05:43.812648-0300 | INFO | Connected in alpha_store with app testing status: False | models.py:48
2023-02-11T06:05:43.813643-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store | models.py:49
2023-02-11T06:05:43.813643-0300 | INFO | Auth models configured | models.py:56
2023-02-11T06:05:43.817646-0300 | INFO | Auth configured | views.py:11
2023-02-11T06:05:43.817646-0300 | INFO | App started | main.py:28
2023-02-11T06:05:44.693642-0300 | INFO | Connected in alpha_store with app testing status: False | models.py:48
2023-02-11T06:05:44.693642-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store | models.py:49
2023-02-11T06:05:44.694642-0300 | INFO | Auth models configured | models.py:56
2023-02-11T06:05:44.697645-0300 | INFO | Auth configured | views.py:11
2023-02-11T06:05:44.698643-0300 | INFO | App started | main.py:28
2023-02-11T06:06:40.043349-0300 | INFO | Connected in alpha_store with app testing status: False | models.py:48
2023-02-11T06:06:40.044350-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store | models.py:49
2023-02-11T06:06:40.045350-0300 | INFO | Auth models configured | models.py:56
2023-02-11T06:06:40.048348-0300 | INFO | Auth configured | views.py:11
2023-02-11T06:06:40.049349-0300 | INFO | App started | main.py:28
2023-02-11T06:06:40.840350-0300 | INFO | Connected in alpha_store with app testing status: False | models.py:48
2023-02-11T06:06:40.841349-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store | models.py:49
2023-02-11T06:06:40.841349-0300 | INFO | Auth models configured | models.py:56
2023-02-11T06:06:40.845349-0300 | INFO | Auth configured | views.py:11
2023-02-11T06:06:40.846346-0300 | INFO | App started | main.py:28
2023-02-11T06:06:55.915348-0300 | INFO | Connected in alpha_store with app testing status: False | models.py:48
2023-02-11T06:06:55.917349-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store | models.py:49
2023-02-11T06:06:55.919348-0300 | INFO | Auth models configured | models.py:56
2023-02-11T06:06:55.932350-0300 | INFO | Auth configured | views.py:11
2023-02-11T06:06:55.936349-0300 | INFO | App started | main.py:28
2023-02-11T06:06:59.365344-0300 | INFO | Connected in alpha_store with app testing status: False | models.py:48
2023-02-11T06:06:59.366344-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store | models.py:49
2023-02-11T06:06:59.367346-0300 | INFO | Auth models configured | models.py:56
2023-02-11T06:06:59.370346-0300 | INFO | Auth configured | views.py:11
2023-02-11T06:06:59.371347-0300 | INFO | App started | main.py:28
2023-02-11T06:07:01.822346-0300 | INFO | Connected in alpha_store with app testing status: False | models.py:48
2023-02-11T06:07:01.822346-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store | models.py:49
2023-02-11T06:07:01.823346-0300 | INFO | Auth models configured | models.py:56
2023-02-11T06:07:01.826343-0300 | INFO | Auth configured | views.py:11
2023-02-11T06:07:01.826343-0300 | INFO | App started | main.py:28
2023-02-11T06:07:13.501632-0300 | INFO | Connected in alpha_store with app testing status: False | models.py:48
2023-02-11T06:07:13.501632-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store | models.py:49
2023-02-11T06:07:13.502628-0300 | INFO | Auth models configured | models.py:56
2023-02-11T06:07:13.505632-0300 | INFO | Auth configured | views.py:11
2023-02-11T06:07:13.506628-0300 | INFO | App started | main.py:28
2023-02-11T06:07:18.973627-0300 | INFO | Connected in alpha_store with app testing status: False | models.py:48
2023-02-11T06:07:18.974632-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store | models.py:49
2023-02-11T06:07:18.975631-0300 | INFO | Auth models configured | models.py:56
2023-02-11T06:07:18.979630-0300 | INFO | Auth configured | views.py:11
2023-02-11T06:07:18.980630-0300 | INFO | App started | main.py:28
2023-02-11T06:07:21.832635-0300 | INFO | Connected in alpha_store with app testing status: False | models.py:48
2023-02-11T06:07:21.833629-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store | models.py:49
2023-02-11T06:07:21.833629-0300 | INFO | Auth models configured | models.py:56
2023-02-11T06:07:21.837633-0300 | INFO | Auth configured | views.py:11
2023-02-11T06:07:21.837633-0300 | INFO | App started | main.py:28
2023-02-11T06:07:29.164663-0300 | INFO | Connected in alpha_store with app testing status: False | models.py:48
2023-02-11T06:07:29.165662-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store | models.py:49
2023-02-11T06:07:29.165662-0300 | INFO | Auth models configured | models.py:56
2023-02-11T06:07:29.169667-0300 | INFO | Auth configured | views.py:11
2023-02-11T06:07:29.169667-0300 | INFO | App started | main.py:28
2023-02-11T06:07:33.367664-0300 | INFO | Connected in alpha_store with app testing status: False | models.py:48
2023-02-11T06:07:33.368666-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store | models.py:49
2023-02-11T06:07:33.368666-0300 | INFO | Auth models configured | models.py:56
2023-02-11T06:07:33.370665-0300 | INFO | Auth configured | views.py:11
2023-02-11T06:07:33.370665-0300 | INFO | App started | main.py:28
2023-02-11T06:07:40.747973-0300 | INFO | Connected in alpha_store with app testing status: False | models.py:48
2023-02-11T06:07:40.748975-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store | models.py:49
2023-02-11T06:07:40.749967-0300 | INFO | Auth models configured | models.py:56
2023-02-11T06:07:40.752967-0300 | INFO | Auth configured | views.py:11
2023-02-11T06:07:40.753968-0300 | INFO | App started | main.py:28
2023-02-11T06:17:55.960538-0300 | INFO | Connected in alpha_store with app testing status: False | models.py:48
2023-02-11T06:17:55.960538-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store | models.py:49
2023-02-11T06:17:55.961542-0300 | INFO | Auth models configured | models.py:56
2023-02-11T06:17:55.963538-0300 | INFO | Auth configured | views.py:11
2023-02-11T06:17:55.963538-0300 | INFO | App started | main.py:30
2023-02-11T06:18:31.905939-0300 | INFO | Connected in alpha_store with app testing status: False | models.py:48
2023-02-11T06:18:31.905939-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store | models.py:49
2023-02-11T06:18:31.906941-0300 | INFO | Auth models configured | models.py:56
2023-02-11T06:18:31.908943-0300 | INFO | Auth configured | views.py:11
2023-02-11T06:18:31.908943-0300 | INFO | App started | main.py:30
2023-02-11T06:24:27.682338-0300 | INFO | Connected in alpha_store with app testing status: False | models.py:48
2023-02-11T06:24:27.683336-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store | models.py:49
2023-02-11T06:24:27.683336-0300 | INFO | Auth models configured | models.py:56
2023-02-11T06:24:27.685332-0300 | INFO | Auth configured | views.py:11
2023-02-11T06:24:27.685332-0300 | INFO | App started | main.py:30
2023-02-11T06:24:49.769928-0300 | INFO | Connected in alpha_store with app testing status: False | models.py:48
2023-02-11T06:24:49.770928-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store | models.py:49
2023-02-11T06:24:49.770928-0300 | INFO | Auth models configured | models.py:56
2023-02-11T06:24:49.772927-0300 | INFO | Auth configured | views.py:11
2023-02-11T06:24:49.772927-0300 | INFO | App started | main.py:30
2023-02-11T06:25:29.044006-0300 | INFO | Connected in alpha_store with app testing status: False | models.py:48
2023-02-11T06:25:29.045003-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store | models.py:49
2023-02-11T06:25:29.045003-0300 | INFO | Auth models configured | models.py:56
2023-02-11T06:25:29.048002-0300 | INFO | Auth configured | views.py:11
2023-02-11T06:25:29.049003-0300 | INFO | App started | main.py:30
2023-02-11T06:25:34.110933-0300 | INFO | Connected in alpha_store with app testing status: False | models.py:48
2023-02-11T06:25:34.110933-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store | models.py:49
2023-02-11T06:25:34.111948-0300 | INFO | Auth models configured | models.py:56
2023-02-11T06:25:34.113929-0300 | INFO | Auth configured | views.py:11
2023-02-11T06:25:34.113929-0300 | INFO | App started | main.py:30
2023-02-11T06:25:34.923930-0300 | INFO | Connected in alpha_store with app testing status: False | models.py:48
2023-02-11T06:25:34.924929-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store | models.py:49
2023-02-11T06:25:34.924929-0300 | INFO | Auth models configured | models.py:56
2023-02-11T06:25:34.927931-0300 | INFO | Auth configured | views.py:11
2023-02-11T06:25:34.928933-0300 | INFO | App started | main.py:30
2023-02-11T06:26:03.548283-0300 | INFO | Connected in alpha_store with app testing status: False | models.py:48
2023-02-11T06:26:03.549283-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store | models.py:49
2023-02-11T06:26:03.549283-0300 | INFO | Auth models configured | models.py:56
2023-02-11T06:26:03.551282-0300 | INFO | Auth configured | views.py:11
2023-02-11T06:26:03.551282-0300 | INFO | App started | main.py:30
2023-02-11T06:26:13.251263-0300 | INFO | Connected in alpha_store with app testing status: False | models.py:48
2023-02-11T06:26:13.251263-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store | models.py:49
2023-02-11T06:26:13.252265-0300 | INFO | Auth models configured | models.py:56
2023-02-11T06:26:13.253294-0300 | INFO | Auth configured | views.py:11
2023-02-11T06:26:13.254297-0300 | INFO | App started | main.py:30
2023-02-11T13:30:19.664526-0300 | INFO | Connected in alpha_store with app testing status: False | models.py:47
2023-02-11T13:30:19.665525-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store | models.py:49
2023-02-11T13:30:19.665525-0300 | INFO | Auth models configured | models.py:56
2023-02-11T13:30:19.667525-0300 | INFO | Auth configured | views.py:13
2023-02-11T13:30:19.669526-0300 | INFO | Catalog configured | views.py:11
2023-02-11T13:30:19.669526-0300 | INFO | App started | main.py:32
2023-02-11T13:41:35.269886-0300 | INFO | Connected in alpha_store with app testing status: False | models.py:47
2023-02-11T13:41:35.270885-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store | models.py:49
2023-02-11T13:41:35.270885-0300 | INFO | Auth models configured | models.py:56
2023-02-11T13:41:35.272885-0300 | INFO | Auth configured | views.py:13
2023-02-11T13:41:35.274888-0300 | INFO | Catalog configured | views.py:11
2023-02-11T13:41:35.274888-0300 | INFO | App started | main.py:32
2023-02-11T13:42:00.981732-0300 | ERROR | Exception on /apis/v1/catalog/get_products [GET] | app.py:1741
2023-02-11T13:42:10.632491-0300 | ERROR | Exception on /apis/v1/catalog/get_products [GET] | app.py:1741
2023-02-11T13:42:26.874909-0300 | INFO | Connected in alpha_store with app testing status: False | models.py:47
2023-02-11T13:42:26.875908-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store | models.py:49
2023-02-11T13:42:26.875908-0300 | INFO | Auth models configured | models.py:56
2023-02-11T13:42:26.877911-0300 | INFO | Auth configured | views.py:13
2023-02-11T13:42:26.879912-0300 | INFO | Catalog configured | views.py:11
2023-02-11T13:42:26.879912-0300 | INFO | App started | main.py:32
2023-02-11T13:42:27.946909-0300 | INFO | Connected in alpha_store with app testing status: False | models.py:47
