2023-02-11T03:36:55.850727-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:47
2023-02-11T03:39:57.040709-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:46
2023-02-11T03:39:57.041709-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:47
2023-02-11T03:39:57.041709-0300 | INFO | Auth models configured | models.py:54
2023-02-11T03:39:57.043707-0300 | INFO | Auth configured | views.py:13
2023-02-11T03:39:57.043707-0300 | INFO | App started | main.py:31
2023-02-11T03:39:57.174707-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:46
2023-02-11T03:39:57.175709-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:47
2023-02-11T03:39:57.175709-0300 | INFO | Auth models configured | models.py:54
2023-02-11T03:39:57.177707-0300 | INFO | Auth configured | views.py:13
2023-02-11T03:39:57.177707-0300 | INFO | App started | main.py:31
2023-02-11T03:39:57.449706-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:46
2023-02-11T03:39:57.449706-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:47
2023-02-11T03:39:57.449706-0300 | INFO | Auth models configured | models.py:54
2023-02-11T03:39:57.452706-0300 | INFO | Auth configured | views.py:13
2023-02-11T03:39:57.452706-0300 | INFO | App started | main.py:31
2023-02-11T03:39:57.737707-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:46
2023-02-11T03:39:57.737707-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:47
2023-02-11T03:39:57.737707-0300 | INFO | Auth models configured | models.py:54
2023-02-11T03:39:57.739704-0300 | INFO | Auth configured | views.py:13
2023-02-11T03:39:57.739704-0300 | INFO | App started | main.py:31
2023-02-11T03:39:57.875726-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:46
2023-02-11T03:39:57.875726-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:47
2023-02-11T03:39:57.876726-0300 | INFO | Auth models configured | models.py:54
2023-02-11T03:39:57.878723-0300 | INFO | Auth configured | views.py:13
2023-02-11T03:39:57.878723-0300 | INFO | App started | main.py:31
2023-02-11T03:39:58.133663-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:46
2023-02-11T03:39:58.133663-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:47
2023-02-11T03:39:58.133663-0300 | INFO | Auth models configured | models.py:54
2023-02-11T03:39:58.135665-0300 | INFO | Auth configured | views.py:13
2023-02-11T03:39:58.136662-0300 | INFO | App started | main.py:31
2023-02-11T03:39:58.297665-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:46
2023-02-11T03:39:58.297665-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:47
2023-02-11T03:39:58.297665-0300 | INFO | Auth models configured | models.py:54
2023-02-11T03:39:58.301665-0300 | INFO | Auth configured | views.py:13
2023-02-11T03:39:58.301665-0300 | INFO | App started | main.py:31
2023-02-11T03:39:58.507661-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:46
2023-02-11T03:39:58.507661-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:47
2023-02-11T03:39:58.507661-0300 | INFO | Auth models configured | models.py:54
2023-02-11T03:39:58.509670-0300 | INFO | Auth configured | views.py:13
2023-02-11T03:39:58.509670-0300 | INFO | App started | main.py:31
2023-02-11T03:39:58.671661-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:46
2023-02-11T03:39:58.671661-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:47
